"Country or Area","Year","Value","Value Footnotes","Value Footnotes" 
"High income: nonOECD","2003","24870.5224667016","",""
"High income: nonOECD","2002","23361.7449155709","",""
"High income: nonOECD","2001","22864.3181305822","",""
"High income: nonOECD","2000","21385.4663143841","",""
"High income: nonOECD","1999","20119.6916166664","",""
"High income: nonOECD","1998","19687.1086846114","",""
"High income: nonOECD","1997","19196.403184313","",""
"High income: nonOECD","1996","18221.3311501302","",""
"High income: nonOECD","1995","17462.6353851188","",""
"High income: nonOECD","1994","16935.8096445287","",""
"High income: nonOECD","1993","16195.4784657584","",""
"High income: nonOECD","1992","15574.4948115942","",""
"High income: nonOECD","1991","14427.9110190352","",""
"High income: nonOECD","1990","13441.2208442928","",""
"High income: nonOECD","1989","12463.9860133149","",""
"High income: nonOECD","1988","11520.4083364944","",""
"High income: nonOECD","1987","10713.867140975","",""
"High income: nonOECD","1986","10516.0883578234","",""
"High income: nonOECD","1985","9661.56811085501","",""
"High income: nonOECD","1984","9616.21502130255","",""
"High income: nonOECD","1983","9301.43511023948","",""
"High income: nonOECD","1982","9058.12239488398","",""
"High income: nonOECD","1981","9100.12170826018","",""
"High income: nonOECD","1980","8238.2744783825","",""
"High income: OECD","2011","38872.6988002744","",""
"High income: OECD","2010","37707.038517388","",""
"High income: OECD","2009","36457.0696822366","",""
"High income: OECD","2008","37600.6050566007","",""
"High income: OECD","2007","36818.0604216436","",""
"High income: OECD","2006","35312.0297198839","",""
"High income: OECD","2005","33089.0209319251","",""
"High income: OECD","2004","31460.8487643194","",""
"High income: OECD","2003","29811.5049146711","",""
"High income: OECD","2002","28959.965803679","",""
"High income: OECD","2001","28141.1321989477","",""
"High income: OECD","2000","27184.4873371255","",""
"High income: OECD","1999","25533.9946508699","",""
"High income: OECD","1998","24478.6526178772","",""
"High income: OECD","1997","23626.0139692746","",""
"High income: OECD","1996","22507.0074787365","",""
"High income: OECD","1995","21507.4884284851","",""
"High income: OECD","1994","20570.6807170251","",""
"High income: OECD","1993","19616.5066153876","",""
"High income: OECD","1992","19091.4881239295","",""
"High income: OECD","1991","18443.3385825017","",""
"High income: OECD","1990","17740.4298718276","",""
"High income: OECD","1989","16736.8558499575","",""
"High income: OECD","1988","15695.5507615894","",""
"High income: OECD","1987","14512.8586411564","",""
"High income: OECD","1986","13668.4021532439","",""
"High income: OECD","1985","13068.4532005485","",""
"High income: OECD","1984","12305.4624657781","",""
"High income: OECD","1983","11361.5003530172","",""
"High income: OECD","1982","10712.0754263731","",""
"High income: OECD","1981","10111.7055114737","",""
"High income: OECD","1980","9144.92469433086","",""
"Honduras","2011","3840","",""
"Honduras","2010","3750","",""
"Honduras","2009","3690","",""
"Honduras","2008","3800","",""
"Honduras","2007","3660","",""
"Honduras","2006","3360","",""
"Honduras","2005","3120","",""
"Honduras","2004","2900","",""
"Honduras","2003","2720","",""
"Honduras","2002","2590","",""
"Honduras","2001","2510","",""
"Honduras","2000","2510","",""
"Honduras","1999","2350","",""
"Honduras","1998","2380","",""
"Honduras","1997","2320","",""
"Honduras","1996","2180","",""
"Honduras","1995","2110","",""
"Honduras","1994","2050","",""
"Honduras","1993","2090","",""
"Honduras","1992","1890","",""
"Honduras","1991","1820","",""
"Honduras","1990","1760","",""
"Honduras","1989","1810","",""
"Honduras","1988","1720","",""
"Honduras","1987","1620","",""
"Honduras","1986","1540","",""
"Honduras","1985","1550","",""
"Honduras","1984","1490","",""
"Honduras","1983","1410","",""
"Honduras","1982","1390","",""
"Honduras","1981","1390","",""
"Honduras","1980","1270","",""
"Hong Kong SAR, China","2011","51490","",""
"Hong Kong SAR, China","2010","47270","",""
"Hong Kong SAR, China","2009","44320","",""
"Hong Kong SAR, China","2008","46240","",""
"Hong Kong SAR, China","2007","43610","",""
"Hong Kong SAR, China","2006","39890","",""
"Hong Kong SAR, China","2005","35720","",""
"Hong Kong SAR, China","2004","32980","",""
"Hong Kong SAR, China","2003","29950","",""
"Hong Kong SAR, China","2002","27900","",""
"Hong Kong SAR, China","2001","27550","",""
"Hong Kong SAR, China","2000","26600","",""
"Hong Kong SAR, China","1999","24640","",""
"Hungary","2011","20260","",""
"Hungary","2010","19560","",""
"Hungary","2009","19270","",""
"Hungary","2008","19120","",""
"Hungary","2007","17610","",""
"Hungary","2006","17310","",""
"Hungary","2005","16060","",""
"Hungary","2004","15340","",""
"Hungary","2003","14630","",""
"Hungary","2002","13910","",""
"Hungary","2001","12720","",""
"Hungary","2000","11290","",""
"Hungary","1999","10430","",""
"Hungary","1998","10050","",""
"Hungary","1997","9410","",""
"Hungary","1996","8950","",""
"Hungary","1995","8700","",""
"Hungary","1994","8520","",""
"Hungary","1993","8130","",""
"Hungary","1992","7670","",""
"Hungary","1991","7670","",""
"Hungary","1990","8560","",""
"Hungary","1989","8430","",""
"Hungary","1988","8050","",""
"Hungary","1987","7770","",""
"Hungary","1986","7220","",""
"Hungary","1985","6940","",""
"Hungary","1984","6740","",""
"Hungary","1983","6360","",""
"Hungary","1982","5990","",""
"Hungary","1981","5550","",""
"Hungary","1980","5030","",""
"Iceland","2011","30760","",""
"Iceland","2010","29360","",""
"Iceland","2009","29570","",""
"Iceland","2008","31200","",""
"Iceland","2007","35320","",""
"Iceland","2006","33800","",""
"Iceland","2005","33630","",""
"Iceland","2004","32420","",""
"Iceland","2003","30270","",""
"Iceland","2002","31040","",""
"Iceland","2001","29490","",""
"Iceland","2000","28050","",""
"Iceland","1999","28050","",""
"Iceland","1998","27210","",""
"Iceland","1997","25500","",""
"Iceland","1996","23630","",""
"Iceland","1995","22580","",""
"Iceland","1994","22160","",""
"Iceland","1993","21270","",""
"Iceland","1992","20790","",""
"Iceland","1991","21200","",""
"Iceland","1990","20610","",""
"Iceland","1989","19730","",""
"Iceland","1988","19400","",""
"Iceland","1987","19110","",""
"Iceland","1986","17110","",""
"Iceland","1985","15760","",""
"Iceland","1984","14830","",""
"Iceland","1983","13960","",""
"Iceland","1982","14010","",""
"Iceland","1981","13180","",""
"Iceland","1980","11770","",""
"India","2011","3620","",""
"India","2010","3340","",""
"India","2009","3070","",""
"India","2008","2840","",""
"India","2007","2720","",""
"India","2006","2440","",""
"India","2005","2190","",""
"India","2004","1970","",""
"India","2003","1810","",""
"India","2002","1660","",""
"India","2001","1600","",""
"India","2000","1510","",""
"India","1999","1450","",""
"India","1998","1340","",""
"India","1997","1270","",""
"India","1996","1220","",""
"India","1995","1130","",""
"India","1994","1040","",""
"India","1993","980","",""
"India","1992","930","",""
"India","1991","880","",""
"India","1990","860","",""
"India","1989","810","",""
"India","1988","750","",""
"India","1987","680","",""
"India","1986","650","",""
"India","1985","620","",""
"India","1984","580","",""
"India","1983","550","",""
"India","1982","510","",""
"India","1981","480","",""
"India","1980","420","",""
"Indonesia","2011","4530","",""
"Indonesia","2010","4190","",""
"Indonesia","2009","3910","",""
"Indonesia","2008","3740","",""
"Indonesia","2007","3470","",""
"Indonesia","2006","3200","",""
"Indonesia","2005","2950","",""
"Indonesia","2004","2740","",""
"Indonesia","2003","2590","",""
"Indonesia","2002","2250","",""
"Indonesia","2001","2180","",""
"Indonesia","2000","2120","",""
"Indonesia","1999","2030","",""
"Indonesia","1998","2060","",""
"Indonesia","1997","2430","",""
"Indonesia","1996","2320","",""
"Indonesia","1995","2140","",""
"Indonesia","1994","1960","",""
"Indonesia","1993","1800","",""
"Indonesia","1992","1520","",""
"Indonesia","1991","1390","",""
"Indonesia","1990","1380","",""
"Indonesia","1989","1250","",""
"Indonesia","1988","1120","",""
"Indonesia","1987","1030","",""
"Indonesia","1986","970","",""
"Indonesia","1985","910","",""
"Indonesia","1984","870","",""
"Indonesia","1983","810","",""
"Indonesia","1982","730","",""
"Indonesia","1981","710","",""
"Indonesia","1980","610","",""
"Iran, Islamic Rep.","2009","11400","",""
"Iran, Islamic Rep.","2008","11200","",""
"Iran, Islamic Rep.","2007","10810","",""
"Iran, Islamic Rep.","2006","9810","",""
"Iran, Islamic Rep.","2005","9060","",""
"Iran, Islamic Rep.","2004","8490","",""
"Iran, Islamic Rep.","2003","7940","",""
"Iran, Islamic Rep.","2002","7370","",""
"Iran, Islamic Rep.","2001","6970","",""
"Iran, Islamic Rep.","2000","6660","",""
"Iran, Islamic Rep.","1999","6290","",""
"Iran, Islamic Rep.","1998","6210","",""
"Iran, Islamic Rep.","1997","6050","",""
"Iran, Islamic Rep.","1996","5820","",""
"Iran, Islamic Rep.","1995","5430","",""
"Iran, Islamic Rep.","1994","5200","",""
"Iran, Islamic Rep.","1993","5210","",""
"Iran, Islamic Rep.","1992","5350","",""
"Iran, Islamic Rep.","1991","5110","",""
"Iran, Islamic Rep.","1990","4470","",""
"Iran, Islamic Rep.","1989","3900","",""
"Iran, Islamic Rep.","1988","3640","",""
"Iran, Islamic Rep.","1987","3880","",""
"Iran, Islamic Rep.","1986","3970","",""
"Iran, Islamic Rep.","1985","4440","",""
"Iran, Islamic Rep.","1984","4390","",""
"Iran, Islamic Rep.","1983","4460","",""
"Iran, Islamic Rep.","1982","3960","",""
"Iran, Islamic Rep.","1981","3450","",""
"Iran, Islamic Rep.","1980","3450","",""
"Iraq","2011","3770","",""
"Iraq","2010","3460","",""
"Iraq","2009","3500","",""
"Iraq","2008","3370","",""
"Iraq","2007","3030","",""
"Iraq","2006","2930","",""
"Iraq","2005","2670","",""
"Iraq","2004","2330","",""
"Ireland","2011","33230","",""
"Ireland","2010","33560","",""
"Ireland","2009","33140","",""
"Ireland","2008","37040","",""
"Ireland","2007","39440","",""
"Ireland","2006","37290","",""
"Ireland","2005","33550","",""
"Ireland","2004","31540","",""
"Ireland","2003","29770","",""
"Ireland","2002","27660","",""
"Ireland","2001","26050","",""
"Ireland","2000","24970","",""
"Ireland","1999","22570","",""
"Ireland","1998","21520","",""
"Ireland","1997","19590","",""
"Ireland","1996","17930","",""
"Ireland","1995","16340","",""
"Ireland","1994","14920","",""
"Ireland","1993","13810","",""
"Ireland","1992","13170","",""
"Ireland","1991","12690","",""
"Ireland","1990","12050","",""
"Ireland","1989","10590","",""
"Ireland","1988","9720","",""
"Ireland","1987","9000","",""
"Ireland","1986","8330","",""
"Ireland","1985","8130","",""
"Ireland","1984","7750","",""
"Ireland","1983","7360","",""
"Ireland","1982","7230","",""
"Ireland","1981","6910","",""
"Ireland","1980","6230","",""
"Israel","2011","27120","",""
"Israel","2010","25760","",""
"Israel","2009","24810","",""
"Israel","2008","25080","",""
"Israel","2007","25520","",""
"Israel","2006","23840","",""
"Israel","2005","23100","",""
"Israel","2004","23010","",""
"Israel","2003","21340","",""
"Israel","2002","22580","",""
"Israel","2001","22270","",""
"Israel","2000","21480","",""
"Israel","1999","19320","",""
"Israel","1998","19160","",""
"Israel","1997","18820","",""
"Israel","1996","18320","",""
"Israel","1995","17070","",""
"Israel","1994","15860","",""
"Israel","1993","14870","",""
"Israel","1992","14340","",""
"Israel","1991","13560","",""
"Israel","1990","13050","",""
"Israel","1989","12100","",""
"Israel","1988","11560","",""
"Israel","1987","10840","",""
"Israel","1986","10020","",""
"Israel","1985","9570","",""
"Israel","1984","9210","",""
"Israel","1983","8920","",""
"Israel","1982","8460","",""
"Israel","1981","8260","",""
"Israel","1980","7210","",""
"Italy","2011","32710","",""
"Italy","2010","31750","",""
"Italy","2009","32100","",""
"Italy","2008","33010","",""
"Italy","2007","32040","",""
"Italy","2006","30490","",""
"Italy","2005","28290","",""
"Italy","2004","27430","",""
"Italy","2003","27080","",""
"Italy","2002","26760","",""
"Italy","2001","27090","",""
"Italy","2000","25560","",""
"Italy","1999","24220","",""
"Italy","1998","23660","",""
"Italy","1997","22540","",""
"Italy","1996","21630","",""
"Italy","1995","20890","",""
"Italy","1994","19830","",""
"Italy","1993","19050","",""
"Italy","1992","18780","",""
"Italy","1991","18180","",""
"Italy","1990","17330","",""
"Italy","1989","16480","",""
"Italy","1988","15400","",""
"Italy","1987","14290","",""
"Italy","1986","13420","",""
"Italy","1985","12800","",""
"Italy","1984","12100","",""
"Italy","1983","11310","",""
"Italy","1982","10740","",""
"Italy","1981","10100","",""
"Italy","1980","9240","",""
"Jamaica","2011","7770","",""
"Jamaica","2010","7470","",""
"Jamaica","2009","7360","",""
"Jamaica","2008","7550","",""
"Jamaica","2007","7470","",""
"Jamaica","2006","7280","",""
